"","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","Scientific","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"1",28,"Nonpasseriformes","Struthioniformes","Struthionidae","Ostriches",2,"BL3","Struthio camelus","Ostrich",10,0,0,0,10,0,0,0,30,50,"PlantSeed","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,111000,"Dunning08",1,"","","Struthio camelus",132189458,45020636,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","STRUTHIONIDAE","Struthio","camelus","Linnaeus, 1758","Least Concern","Decreasing","Global"
"2",37,"Nonpasseriformes","Rheiformes","Rheidae","Rheas",3,"BL3","Rhea americana","Greater Rhea",20,10,10,0,0,0,20,0,20,20,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,23000,"Dunning08",1,"","","Rhea americana",92754472,22678073,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","RHEIDAE","Rhea","americana","(Linnaeus, 1758)","Near Threatened","Decreasing","Global"
"3",38,"Nonpasseriformes","Rheiformes","Rheidae","Rheas",3,"BL3","Rhea pennata","Lesser Rhea",20,0,0,0,10,0,0,0,30,40,"PlantSeed","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,23900,"Dunning08",1,"","","Rhea pennata",132179491,22728199,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","RHEIDAE","Rhea","pennata","d'Orbigny, 1834","Least Concern","Decreasing","Global"
"4",45,"Nonpasseriformes","Casuariiformes","Casuariidae","Cassowaries",4,"BL3","Casuarius casuarius","Southern Cassowary",10,0,0,0,10,0,80,0,0,0,"FruiNect","Ref_1","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",0,44000,"Dunning08",1,"","","Casuarius casuarius",131902050,22678108,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","CASUARIIDAE","Casuarius","casuarius","(Linnaeus, 1758)","Least Concern","Decreasing","Global"
"5",46,"Nonpasseriformes","Casuariiformes","Casuariidae","Cassowaries",4,"BL3","Casuarius bennetti","Dwarf Cassowary",10,0,0,0,10,0,80,0,0,0,"FruiNect","Ref_1","B","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",0,34999.99,"Dunning08",1,"","","Casuarius bennetti",92755192,22678111,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","CASUARIIDAE","Casuarius","bennetti","Gould, 1857","Least Concern","Stable","Global"
"6",47,"Nonpasseriformes","Casuariiformes","Casuariidae","Cassowaries",4,"BL3","Casuarius unappendiculatus","Northern Cassowary",20,0,0,0,10,0,60,0,0,10,"FruiNect","Ref_1","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",0,46073.85,"Dunning08",1,"","","Casuarius unappendiculatus",118134784,22678114,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","CASUARIIDAE","Casuarius","unappendiculatus","Blyth, 1860","Least Concern","Decreasing","Global"
"7",48,"Nonpasseriformes","Casuariiformes","Dromaiidae","Emus",5,"BL3","Dromaius novaehollandiae","Emu",20,0,0,0,0,0,30,0,30,20,"Omnivore","Ref_1","A","Jennifer",0,0,20,80,0,0,0,0,"Ref_1",1,"Jessica",0,34093.25,"Dunning08",1,"","","Dromaius novaehollandiae",131902466,22678117,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","CASUARIIDAE","Dromaius","novaehollandiae","(Latham, 1790)","Least Concern","Stable","Global"
"8",55,"Nonpasseriformes","Apterygiformes","Apterygidae","Kiwis",6,"BL3","Apteryx australis","Southern Brown Kiwi",80,0,0,0,0,0,10,0,0,10,"Invertebrate","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",1,2320.51,"Dunning08",1,"","","Apteryx australis",155418586,22678122,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","APTERYGIDAE","Apteryx","australis","Shaw, 1813","Vulnerable","Decreasing","Global"
"9",57,"Nonpasseriformes","Apterygiformes","Apterygidae","Kiwis",6,"BL3","Apteryx owenii","Little Spotted Kiwi",80,0,0,0,0,0,10,0,0,10,"Invertebrate","Ref_1","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",1,1238.29,"Dunning08",1,"","","Apteryx owenii",92756395,22678129,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","APTERYGIDAE","Apteryx","owenii","Gould, 1847","Near Threatened","Increasing","Global"
"10",58,"Nonpasseriformes","Apterygiformes","Apterygidae","Kiwis",6,"BL3","Apteryx haastii","Great Spotted Kiwi",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_1","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",1,2022.68,"Dunning08",1,"","","Apteryx haastii",92756666,22678132,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","APTERYGIDAE","Apteryx","haastii","Potts, 1872","Vulnerable","Decreasing","Global"
"11",65,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Tinamus tao","Grey Tinamou",10,0,0,0,0,0,40,0,30,20,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,1600.1,"Dunning08",1,"","","Tinamus tao",136638024,22678135,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Tinamus","tao","Temminck, 1815","Vulnerable","Decreasing","Global"
"12",66,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Tinamus solitarius","Solitary Tinamou",20,0,0,0,0,0,40,0,20,20,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,1386.41,"Dunning08",1,"","","Tinamus solitarius",136639334,22678139,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Tinamus","solitarius","(Vieillot, 1819)","Near Threatened","Decreasing","Global"
"13",67,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Tinamus osgoodi","Black Tinamou",0,0,0,0,0,0,50,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,1285,"Dunning08",1,"","","Tinamus osgoodi",136641166,22678145,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Tinamus","osgoodi","Conover, 1949","Vulnerable","Decreasing","Global"
"14",68,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Tinamus major","Great Tinamou",20,0,10,0,0,0,40,0,30,0,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,1026.21,"Dunning08",1,"","","Tinamus major",110915916,22678148,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Tinamus","major","(Gmelin, 1789)","Near Threatened","Decreasing","Global"
"15",69,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Tinamus guttatus","White-throated Tinamou",20,0,0,0,20,0,60,0,0,0,"FruiNect","Ref_1","B","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,686.18,"Dunning08",1,"","","Tinamus guttatus",136647817,22678151,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Tinamus","guttatus","Pelzeln, 1863","Near Threatened","Decreasing","Global"
"16",70,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothocercus bonapartei","Highland Tinamou",30,0,0,0,20,0,50,0,0,0,"Omnivore","Ref_1","B","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,763,"Dunning08",1,"","","Nothocercus bonapartei",92758475,22678154,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothocercus","bonapartei","Gray, 1867","Least Concern","Decreasing","Global"
"17",71,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothocercus julius","Tawny-breasted Tinamou",30,0,0,0,20,0,30,0,20,0,"Omnivore","Ref_1","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,674.5,"GenAvg",0,"","","Nothocercus julius",92758680,22678157,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothocercus","julius","(Bonaparte, 1854)","Least Concern","Decreasing","Global"
"18",72,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothocercus nigrocapillus","Hooded Tinamou",0,0,0,0,0,0,0,0,100,0,"PlantSeed","Ref_1","B","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,586,"PrimScale",1,"MarceloR","","Nothocercus nigrocapillus",92758851,22678160,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothocercus","nigrocapillus","(G. R. Gray, 1867)","Vulnerable","Decreasing","Global"
"19",73,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus berlepschi","Berlepsch's Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,516.83,"Dunning08",1,"","","Crypturellus berlepschi",92759082,22678163,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","berlepschi","Rothschild, 1897","Least Concern","Decreasing","Global"
"20",74,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus cinereus","Cinereous Tinamou",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,506.63,"Dunning08",1,"","","Crypturellus cinereus",92759241,22678166,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","cinereus","(Gmelin, 1789)","Least Concern","Decreasing","Global"
"21",75,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus soui","Little Tinamou",20,0,0,0,0,0,40,0,20,20,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,216.16,"Dunning08",1,"","","Crypturellus soui",95208453,22678169,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","soui","(Hermann, 1783)","Least Concern","Decreasing","Global"
"22",76,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus ptaritepui","Tepui Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,411.51,"GenAvg",0,"","","Crypturellus ptaritepui",92759757,22678172,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","ptaritepui","Zimmer & Phelps, 1945","Least Concern","Stable","Global"
"23",77,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus obsoletus","Brown Tinamou",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,443.4,"Dunning08",1,"","","Crypturellus obsoletus",92759944,22678176,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","obsoletus","(Temminck, 1815)","Least Concern","Stable","Global"
"24",78,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus cinnamomeus","Thicket Tinamou",30,0,10,0,0,0,30,0,30,0,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,422,"Dunning08",1,"","","Crypturellus cinnamomeus",95167291,61214753,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","cinnamomeus","(Lesson, 1842)","Least Concern","Decreasing","Global"
"25",80,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus undulatus","Undulated Tinamou",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,564.42,"Dunning08",1,"","","Crypturellus undulatus",92760164,22678182,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","undulatus","(Temminck, 1815)","Least Concern","Decreasing","Global"
"26",81,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus transfasciatus","Pale-browed Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,283,"Dunning08",1,"","","Crypturellus transfasciatus",92760410,22678185,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","transfasciatus","(Sclater & Salvin, 1878)","Near Threatened","Decreasing","Global"
"27",82,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus strigulosus","Brazilian Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,430.58,"Dunning08",1,"","","Crypturellus strigulosus",92760653,22678188,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","strigulosus","(Temminck, 1815)","Least Concern","Decreasing","Global"
"28",83,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus boucardi","Slaty-breasted Tinamou",20,0,0,0,0,0,40,0,40,0,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,435.62,"Dunning08",1,"","","Crypturellus boucardi",92760820,22678191,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","boucardi","(Sclater, 1859)","Least Concern","Decreasing","Global"
"29",84,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus kerriae","Choco Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,411.51,"GenAvg",0,"","","Crypturellus kerriae",92761019,22678194,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","kerriae","(Chapman, 1915)","Vulnerable","Decreasing","Global"
"30",85,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus erythropus","Red-legged Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,485,"Dunning08",1,"","","Crypturellus erythropus",95231636,22729569,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","erythropus","(Pelzeln, 1863)","Least Concern","Decreasing","Global"
"31",87,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus duidae","Grey-legged Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,426,"Dunning08",1,"","","Crypturellus duidae",92761333,22678213,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","duidae","Zimmer, 1938","Near Threatened","Decreasing","Global"
"32",88,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus noctivagus","Yellow-legged Tinamou",30,0,0,0,0,0,0,0,30,40,"PlantSeed","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,561.99,"Dunning08",1,"","","Crypturellus noctivagus",92761578,22678217,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","noctivagus","(Wied, 1820)","Near Threatened","Decreasing","Global"
"33",89,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus atrocapillus","Black-capped Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,453,"Dunning08",1,"","","Crypturellus atrocapillus",92761821,22678220,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","atrocapillus","(Tschudi, 1844)","Near Threatened","Unknown","Global"
"34",90,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus variegatus","Variegated Tinamou",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,378,"Dunning08",1,"","","Crypturellus variegatus",92762055,22678223,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","variegatus","(Gmelin, 1789)","Least Concern","Decreasing","Global"
"35",91,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus brevirostris","Rusty Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,411.51,"GenAvg",0,"","","Crypturellus brevirostris",92762278,22678226,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","brevirostris","(Pelzeln, 1863)","Least Concern","Decreasing","Global"
"36",92,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus bartletti","Bartlett's Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,241,"Dunning08",1,"","","Crypturellus bartletti",92762469,22678229,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","bartletti","(Sclater & Salvin, 1873)","Least Concern","Decreasing","Global"
"37",93,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus parvirostris","Small-billed Tinamou",40,0,0,0,0,0,0,0,60,0,"PlantSeed","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,198.99,"Dunning08",1,"","","Crypturellus parvirostris",92762648,22678232,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","parvirostris","(Wagler, 1827)","Least Concern","Decreasing","Global"
"38",94,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus casiquiare","Barred Tinamou",30,0,0,0,0,0,20,0,40,10,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,411.51,"GenAvg",0,"","","Crypturellus casiquiare",130021978,22678235,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","casiquiare","(Chapman, 1929)","Least Concern","Decreasing","Global"
"39",95,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Crypturellus tataupa","Tataupa Tinamou",50,0,0,0,0,0,0,0,30,20,"Omnivore","Ref_1","A","Jennifer",0,0,50,50,0,0,0,0,"Ref_1",1,"Jessica",0,218.8,"Dunning08",1,"","","Crypturellus tataupa",130022788,22678238,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Crypturellus","tataupa","(Temminck, 1815)","Least Concern","Decreasing","Global"
"40",96,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Rhynchotus rufescens","Red-winged Tinamou",40,0,0,0,10,0,0,0,30,20,"Omnivore","Ref_1","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Other",0,843.47,"Dunning08",1,"","","Rhynchotus rufescens",95069901,22733941,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Rhynchotus","rufescens","(Temminck, 1815)","Least Concern","Decreasing","Global"
"41",98,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothoprocta taczanowskii","Taczanowski's Tinamou",40,0,0,0,0,0,10,0,20,30,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,475.31,"GenAvg",0,"","","Nothoprocta taczanowskii",131106939,22678246,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothoprocta","taczanowskii","Sclater & Salvin, 1875","Vulnerable","Decreasing","Global"
"42",100,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothoprocta ornata","Ornate Tinamou",20,0,0,0,0,0,10,0,20,50,"PlantSeed","Ref_1","A","Jennifer",0,0,60,40,0,0,0,0,"Ref_1",1,"Jessica",0,619.27,"Dunning08",1,"","","Nothoprocta ornata",92763523,22678254,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothoprocta","ornata","(Gray, 1867)","Least Concern","Decreasing","Global"
"43",101,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothoprocta pentlandii","Andean Tinamou",20,0,0,0,0,0,10,0,20,50,"PlantSeed","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,300.73,"Dunning08",1,"","","Nothoprocta pentlandii",92763713,22678259,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothoprocta","pentlandii","(Gray, 1867)","Least Concern","Stable","Global"
"44",102,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothoprocta cinerascens","Brushland Tinamou",60,0,0,0,0,0,20,0,20,0,"Invertebrate","Ref_1","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",0,523.89,"Dunning08",1,"","","Nothoprocta cinerascens",92763901,22678262,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothoprocta","cinerascens","(Burmeister, 1860)","Least Concern","Decreasing","Global"
"45",103,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothoprocta perdicaria","Chilean Tinamou",40,0,0,0,0,0,10,0,20,30,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,458,"Dunning08",1,"","","Nothoprocta perdicaria",132048936,22678265,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothoprocta","perdicaria","(Kittlitz, 1830)","Least Concern","Decreasing","Global"
"46",104,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothoprocta curvirostris","Curve-billed Tinamou",40,0,0,0,0,0,10,0,20,30,"Omnivore","Ref_1","D1","Jennifer",0,0,80,20,0,0,0,0,"Genus",0,"Walter",0,376,"Dunning08",1,"","","Nothoprocta curvirostris",92764282,22678268,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothoprocta","curvirostris","Sclater & Salvin, 1873","Least Concern","Stable","Global"
"47",105,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothura darwinii","Darwin's Nothura",50,0,0,0,0,0,0,0,40,10,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,244.58,"Dunning08",1,"","","Nothura darwinii",92764444,22678271,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothura","darwinii","Gray, 1867","Least Concern","Increasing","Global"
"48",107,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothura maculosa","Spotted Nothura",40,0,0,0,0,0,30,0,30,0,"Omnivore","Ref_1","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_1",1,"Jessica",0,257.48,"Dunning08",1,"","","Nothura maculosa",154590418,154589710,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothura","maculosa","(Temminck, 1815)","Least Concern","Decreasing","Global"
"49",108,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothura minor","Lesser Nothura",40,0,0,0,0,0,20,0,40,0,"Omnivore","Ref_1","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,165.8,"Dunning08",1,"","","Nothura minor",131286087,22678280,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothura","minor","(Spix, 1825)","Vulnerable","Decreasing","Global"
"50",109,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothura boraquira","White-bellied Nothura",40,0,0,0,0,0,20,0,40,0,"Omnivore","Ref_1","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,283,"Dunning08",1,"","","Nothura boraquira",92765354,22678283,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Nothura","boraquira","(Spix, 1825)","Least Concern","Decreasing","Global"
"51",110,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Taoniscus nanus","Dwarf Tinamou",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_1","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",0,43,"Dunning08",1,"","","Taoniscus nanus",142255701,22678286,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Taoniscus","nanus","(Temminck, 1815)","Endangered","Decreasing","Global"
"52",111,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Eudromia elegans","Elegant Crested-tinamou",30,0,0,0,0,0,0,0,40,30,"PlantSeed","Ref_1","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Other",0,702.9,"Dunning08",1,"","","Eudromia elegans",92765892,22678289,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Eudromia","elegans","Geoffroy Saint-Hilaire, 1832","Least Concern","Decreasing","Global"
"53",112,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Eudromia formosa","Quebracho Crested-tinamou",30,0,0,0,0,0,0,0,40,30,"PlantSeed","Ref_1","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,772.93,"PrimScale",1,"MarceloR","","Eudromia formosa",92766095,22678294,"ANIMALIA","CHORDATA","STRUTHIONIFORMES","AVES","TINAMIDAE","Eudromia","formosa","(Lillo, 1905)","Least Concern","Decreasing","Global"
