"","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","Scientific","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"170",329,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Arborophila javanica","Chestnut-bellied Partridge",30,0,0,0,0,0,30,0,30,10,"Omnivore","Ref_2","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,272,"Dunning08",1,"","","Arborophila javanica",92800662,22679044,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Arborophila","javanica","(Gmelin, 1879)","Least Concern","Decreasing","Global"
"171",330,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Arborophila hyperythra","Red-breasted Partridge",30,0,0,0,0,0,40,0,30,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,270,"Dunning08",1,"","","Arborophila hyperythra",92800839,22679047,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Arborophila","hyperythra","(Sharpe, 1879)","Least Concern","Decreasing","Global"
"172",331,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Arborophila gingica","White-necklaced Partridge",30,0,0,0,0,0,30,0,40,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,253,"Dunning08",1,"","","Arborophila gingica",92801007,22679050,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Arborophila","gingica","(Gmelin, 1789)","Near Threatened","Decreasing","Global"
"173",332,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Arborophila davidi","Orange-necked Partridge",30,0,0,0,0,0,30,0,30,10,"Omnivore","Ref_2","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,241,"Dunning08",1,"","","Arborophila davidi",136669497,22679054,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Arborophila","davidi","Delacour, 1927","Near Threatened","Decreasing","Global"
"174",333,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Arborophila cambodiana","Chestnut-headed Partridge",30,0,0,0,0,0,30,0,30,10,"Omnivore","Ref_2","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,285.87,"Dunning08",1,"","","Arborophila cambodiana",92801643,22679057,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Arborophila","cambodiana","Delacour & Jabouille, 1928","Least Concern","Decreasing","Global"
"175",336,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Arborophila rubrirostris","Red-billed Partridge",30,0,0,0,0,0,30,0,30,10,"Omnivore","Ref_2","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,225.35,"Dunning08",1,"","","Arborophila rubrirostris",130024385,22679060,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Arborophila","rubrirostris","(Salvadori, 1879)","Least Concern","Decreasing","Global"
"176",337,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Arborophila ardens","Hainan Partridge",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_2","C","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,266.64,"Dunning08",1,"","","Arborophila ardens",92802107,22679063,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Arborophila","ardens","(Styan, 1892)","Vulnerable","Decreasing","Global"
"177",338,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Arborophila chloropus","Scaly-breasted Partridge",30,0,0,0,0,0,30,0,40,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,250,"Dunning08",1,"","","Arborophila chloropus",95038362,22731882,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Arborophila","chloropus","(Blyth, 1859)","Least Concern","Decreasing","Global"
"178",340,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Arborophila charltonii","Chestnut-necklaced Partridge",30,0,0,0,0,0,30,0,40,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,269.25,"Dunning08",1,"","","Arborophila charltonii",94948018,22727395,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Arborophila","charltonii","(Eyton, 1845)","Vulnerable","Decreasing","Global"
"179",341,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Caloperdix oculeus","Ferruginous Partridge",20,0,0,0,0,0,30,0,30,20,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,209.04,"Dunning08",1,"","","Caloperdix oculeus",92802432,22679094,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Caloperdix","oculeus","(Temminck, 1815)","Near Threatened","Decreasing","Global"
"180",342,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Haematortyx sanguiniceps","Crimson-headed Partridge",60,0,0,0,0,0,40,0,0,0,"Invertebrate","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,300,"Dunning08",1,"","","Haematortyx sanguiniceps",92802696,22679103,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Haematortyx","sanguiniceps","Sharpe, 1879","Least Concern","Decreasing","Global"
"181",343,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Rollulus rouloul","Crested Partridge",40,0,0,0,0,0,30,0,30,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,216.48,"Dunning08",1,"","","Rollulus rouloul",92802856,22679106,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Rollulus","rouloul","(Scopoli, 1786)","Near Threatened","Decreasing","Global"
"182",344,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Ptilopachus petrosus","Stone Partridge",10,0,0,0,0,0,20,0,30,40,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,193,"Dunning08",1,"","","Ptilopachus petrosus",92803123,22679110,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","ODONTOPHORIDAE","Ptilopachus","petrosus","(Gmelin, 1789)","Least Concern","Stable","Global"
"183",345,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Bambusicola fytchii","Mountain Bamboo-partridge",20,0,0,0,0,0,30,0,30,20,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,313.65,"Dunning08",1,"","","Bambusicola fytchii",92803444,22679114,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Bambusicola","fytchii","Anderson, 1871","Least Concern","Decreasing","Global"
"184",346,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Bambusicola thoracicus","Chinese Bamboo-partridge",20,0,0,0,0,0,0,0,30,50,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,264.79,"Dunning08",1,"","","Bambusicola thoracicus",94887004,22725191,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Bambusicola","thoracicus","(Temminck, 1815)","Least Concern","Decreasing","Global"
"185",347,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Galloperdix spadicea","Red Spurfowl",20,0,0,0,0,0,50,0,30,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,359.07,"Dunning08",1,"","","Galloperdix spadicea",92803652,22679131,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Galloperdix","spadicea","(Gmelin, 1789)","Least Concern","Stable","Global"
"186",348,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Galloperdix lunulata","Painted Spurfowl",20,0,0,0,0,0,40,0,20,20,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,254.39,"Dunning08",1,"","","Galloperdix lunulata",92803814,22679134,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Galloperdix","lunulata","(Valenciennes, 1825)","Least Concern","Stable","Global"
"187",349,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Galloperdix bicalcarata","Sri Lanka Spurfowl",30,0,0,0,0,0,40,0,30,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,290.93,"Dunning08",1,"","","Galloperdix bicalcarata",92803967,22679137,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Galloperdix","bicalcarata","(Forster, 1781)","Least Concern","Decreasing","Global"
"188",351,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Ithaginis cruentus","Blood Pheasant",20,0,0,0,0,0,20,0,10,50,"PlantSeed","Ref_2","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_2",1,"Jessica",0,530.67,"Dunning08",1,"","","Ithaginis cruentus",92804363,22679144,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Ithaginis","cruentus","(Hardwicke, 1821)","Least Concern","Decreasing","Global"
"189",352,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Tragopan melanocephalus","Western Tragopan",20,0,0,0,0,0,0,0,0,80,"PlantSeed","Ref_2","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_2",1,"Jessica",0,1613.19,"Dunning08",1,"","","Tragopan melanocephalus",112467383,22679147,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Tragopan","melanocephalus","(Gray, 1829)","Vulnerable","Decreasing","Global"
"190",353,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Tragopan satyra","Satyr Tragopan",10,0,0,0,0,0,0,0,0,90,"PlantSeed","Ref_2","A","Jennifer",0,0,60,20,20,0,0,0,"Ref_2",1,"Jessica",0,1417.03,"Dunning08",1,"","","Tragopan satyra",92804874,22679157,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Tragopan","satyra","(Linnaeus, 1758)","Near Threatened","Decreasing","Global"
"191",354,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Tragopan blythii","Blyth's Tragopan",0,0,0,0,0,0,50,0,30,20,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1930,"Dunning08",1,"","","Tragopan blythii",112462261,22679163,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Tragopan","blythii","(Jerdon, 1870)","Vulnerable","Decreasing","Global"
"192",355,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Tragopan temminckii","Temminck's Tragopan",10,0,0,0,0,0,10,0,10,70,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1163.38,"Dunning08",1,"","","Tragopan temminckii",92805480,22679169,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Tragopan","temminckii","(Gray, 1831)","Least Concern","Decreasing","Global"
"193",356,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Tragopan caboti","Cabot's Tragopan",0,0,0,0,0,0,0,0,50,50,"PlantSeed","Ref_2","A","Jennifer",0,0,50,30,20,0,0,0,"Ref_2",1,"Other",0,1122.49,"Dunning08",1,"","","Tragopan caboti",92805668,22679172,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Tragopan","caboti","(Gould, 1857)","Vulnerable","Decreasing","Global"
"194",357,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Pucrasia macrolopha","Koklass Pheasant",20,0,0,0,0,0,30,0,30,20,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1050.47,"Dunning08",1,"","","Pucrasia macrolopha",92805983,22679179,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Pucrasia","macrolopha","(Lesson, 1829)","Least Concern","Decreasing","Global"
"195",358,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophophorus impejanus","Himalayan Monal",30,0,0,0,0,0,10,0,20,40,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,2066.51,"Dunning08",1,"","","Lophophorus impejanus",92806166,22679182,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophophorus","impejanus","(Latham, 1790)","Least Concern","Decreasing","Global"
"196",359,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophophorus sclateri","Sclater's Monal",0,0,0,0,0,0,0,0,50,50,"PlantSeed","Ref_2","B","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,2500,"Dunning08",1,"","","Lophophorus sclateri",92806372,22679185,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophophorus","sclateri","Jerdon, 1870","Vulnerable","Decreasing","Global"
"197",360,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophophorus lhuysii","Chinese Monal",10,0,0,0,0,0,0,0,0,90,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,3008,"Dunning08",1,"","","Lophophorus lhuysii",92806697,22679192,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophophorus","lhuysii","Geoffroy Saint-Hilaire, 1866","Vulnerable","Decreasing","Global"
"198",362,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Gallus gallus","Red Junglefowl",30,0,0,0,0,0,20,0,20,30,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,751.72,"Dunning08",1,"","","Gallus gallus",92806965,22679199,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Gallus","gallus","(Linnaeus, 1758)","Least Concern","Decreasing","Global"
"199",363,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Gallus sonneratii","Grey Junglefowl",20,0,10,0,0,0,20,0,30,20,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,840.82,"Dunning08",1,"","","Gallus sonneratii",92807338,22679203,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Gallus","sonneratii","Temminck, 1813","Least Concern","Decreasing","Global"
"200",365,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Gallus varius","Green Junglefowl",40,0,0,0,0,0,10,0,40,10,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,839.29,"Dunning08",1,"","","Gallus varius",131905483,22679213,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Gallus","varius","(Shaw, 1798)","Least Concern","Stable","Global"
"201",366,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophura leucomelanos","Kalij Pheasant",30,0,10,0,0,0,30,0,30,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,867.98,"Dunning08",1,"","","Lophura leucomelanos",92807873,22679217,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophura","leucomelanos","(Latham, 1790)","Least Concern","Decreasing","Global"
"202",370,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophura nycthemera","Silver Pheasant",30,0,0,0,0,0,30,0,40,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1230,"Dunning08",1,"","","Lophura nycthemera",92808107,22679220,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophura","nycthemera","(Linnaeus, 1758)","Least Concern","Decreasing","Global"
"203",372,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophura edwardsi","Edwards's Pheasant",40,0,0,0,0,0,30,0,20,10,"Omnivore","Ref_2","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,1090.96,"Dunning08",1,"","","Lophura edwardsi",129928203,45354985,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophura","edwardsi","(Oustalet, 1896)","Critically Endangered","Decreasing","Global"
"204",374,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophura swinhoii","Swinhoe's Pheasant",20,0,0,0,0,0,20,0,20,40,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1100,"Dunning08",1,"","","Lophura swinhoii",136677351,22679241,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophura","swinhoii","(Gould, 1863)","Near Threatened","Decreasing","Global"
"205",377,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophura inornata","Salvadori's Pheasant",40,0,0,0,0,0,30,0,20,10,"Omnivore","Ref_2","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,1080.53,"GenAvg",0,"","","Lophura inornata",95145469,45355372,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophura","inornata","(Salvadori, 1879)","Near Threatened","Decreasing","Global"
"206",379,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophura erythrophthalma","Crestless Fireback",50,0,0,0,0,0,50,0,0,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,934.33,"Dunning08",1,"","","Lophura erythrophthalma",94948310,22727411,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophura","erythrophthalma","(Raffles, 1822)","Vulnerable","Decreasing","Global"
"207",380,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophura ignita","Crested Fireback",20,0,0,0,0,0,20,0,30,30,"PlantSeed","Ref_2","B","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1768.14,"Dunning08",1,"","","Lophura ignita",94948930,22727431,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophura","ignita","(Shaw, 1797)","Near Threatened","Decreasing","Global"
"208",381,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophura diardi","Siamese Fireback",50,0,0,0,0,0,50,0,0,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1088.89,"Dunning08",1,"","","Lophura diardi",92808547,22679274,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophura","diardi","(Bonaparte, 1856)","Least Concern","Decreasing","Global"
"209",382,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Lophura bulweri","Wattled Pheasant",70,0,0,0,0,0,0,0,30,0,"Invertebrate","Ref_2","B","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1245.15,"Dunning08",1,"","","Lophura bulweri",92808853,22679278,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Lophura","bulweri","(Sharpe, 1874)","Vulnerable","Decreasing","Global"
"210",384,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Crossoptilon crossoptilon","White Eared-pheasant",0,0,0,0,0,0,40,0,0,60,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,2075.25,"Dunning08",1,"","","Crossoptilon crossoptilon",92809416,22679292,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Crossoptilon","crossoptilon","(Hodgson, 1838)","Near Threatened","Decreasing","Global"
"211",385,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Crossoptilon mantchuricum","Brown Eared-pheasant",0,0,0,0,0,0,0,0,0,100,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1860.85,"Dunning08",1,"","","Crossoptilon mantchuricum",92809690,22679299,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Crossoptilon","mantchuricum","Swinhoe, 1863","Vulnerable","Decreasing","Global"
"212",386,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Crossoptilon auritum","Blue Eared-pheasant",20,0,0,0,0,0,0,0,0,80,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1768.33,"Dunning08",1,"","","Crossoptilon auritum",92810024,22679307,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Crossoptilon","auritum","(Pallas, 1811)","Least Concern","Stable","Global"
"213",388,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Syrmaticus ellioti","Elliot's Pheasant",0,0,0,0,0,0,30,0,40,30,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1007.45,"Dunning08",1,"","","Syrmaticus ellioti",92810598,22679325,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Syrmaticus","ellioti","(Swinhoe, 1872)","Near Threatened","Decreasing","Global"
"214",389,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Syrmaticus humiae","Hume's Pheasant",10,0,0,0,0,0,30,0,30,30,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,873.35,"Dunning08",1,"","","Syrmaticus humiae",92810936,22679330,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Syrmaticus","humiae","(Hume, 1881)","Near Threatened","Decreasing","Global"
"215",390,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Syrmaticus mikado","Mikado Pheasant",20,0,0,0,0,0,20,0,30,30,"PlantSeed","Ref_2","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,1148.69,"Dunning08",1,"","","Syrmaticus mikado",92811293,22679336,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Syrmaticus","mikado","(Ogilvie-Grant, 1906)","Near Threatened","Decreasing","Global"
"216",391,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Syrmaticus soemmerringii","Copper Pheasant",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1081.66,"Dunning08",1,"","","Syrmaticus soemmerringii",92811551,22679340,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Syrmaticus","soemmerringii","(Temminck, 1830)","Near Threatened","Decreasing","Global"
"217",392,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Syrmaticus reevesii","Reeves's Pheasant",10,0,0,0,0,0,0,0,40,50,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1204.58,"Dunning08",1,"","","Syrmaticus reevesii",131873938,22679346,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Syrmaticus","reevesii","(Gray, 1829)","Vulnerable","Decreasing","Global"
"218",393,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Phasianus colchicus","Common Pheasant",10,0,0,0,0,0,30,0,30,30,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,1120.31,"Dunning08",1,"","","Phasianus colchicus",85926819,45100023,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Phasianus","colchicus","(Linnaeus, 1758)","Least Concern","Decreasing","Global"
"219",397,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Chrysolophus pictus","Golden Pheasant",10,0,0,0,0,0,0,0,0,90,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,555.2,"Dunning08",1,"","","Chrysolophus pictus",131874282,22679355,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Chrysolophus","pictus","(Linnaeus, 1758)","Least Concern","Decreasing","Global"
"220",398,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Chrysolophus amherstiae","Lady Amherst's Pheasant",40,0,0,0,0,0,10,0,0,50,"Omnivore","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,732.47,"Dunning08",1,"","","Chrysolophus amherstiae",131905673,22679358,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Chrysolophus","amherstiae","(Leadbeater, 1829)","Least Concern","Decreasing","Global"
"221",399,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Polyplectron chalcurum","Bronze-tailed Peacock-pheasant",50,0,0,0,0,0,50,0,0,0,"Omnivore","Ref_2","B","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,508,"Dunning08",1,"","","Polyplectron chalcurum",92812514,22679361,"ANIMALIA","CHORDATA","GALLIFORMES","AVES","PHASIANIDAE","Polyplectron","chalcurum","Lesson, 1831","Least Concern","Decreasing","Global"
