"","Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","ForStrat.Value","ForStrat.Certainty","ForStrat.Comment","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","Activity.Source","Activity.Certainty","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"1276","Eothenomys cachinus","Cricetidae",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1","G","A","",1,1,1,"Ref_2","D1",34.83,"Ref_2, Ref_3",0,"Eothenomys cachinus",22375635,136507,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Eothenomys","cachinus","(Thomas, 1921)","Least Concern","Unknown","Global"
"1277","Eothenomys miletus","Cricetidae",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1","G","A","",1,1,1,"Ref_1","ABC",50.7,"Ref_134",1,"Eothenomys miletus",115205387,136275,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Eothenomys","miletus","(Thomas, 1914)","Least Concern","Unknown","Global"
"1278","Eothenomys olitor","Cricetidae",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",22,"Ref_117",1,"Eothenomys olitor",115086755,7802,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Eothenomys","olitor","(Thomas, 1911)","Least Concern","Unknown","Global"
"1279","Eothenomys wardi","Cricetidae",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1","G","A","",1,1,1,"Ref_1","ABC",34.83,"Ref_2, Ref_3",0,"Eothenomys wardi",22375716,136196,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Eothenomys","wardi","(Thomas, 1912)","Near Threatened","Unknown","Global"
"1280","Eothenomys proditor","Cricetidae",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",42.5,"Ref_117",1,"Eothenomys proditor",22376123,7803,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Eothenomys","proditor","Hinton, 1923","Data Deficient","Unknown","Global"
"1281","Eothenomys melanogaster","Cricetidae",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",27,"Ref_117",1,"Eothenomys melanogaster",115086611,7801,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Eothenomys","melanogaster","(Milne-Edwards, 1871)","Least Concern","Stable","Global"
"1282","Hyperacrius wynnei","Cricetidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",52.6,"Ref_117",1,"Hyperacrius wynnei",22353157,10643,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Hyperacrius","wynnei","(Blanford, 1881)","Least Concern","Unknown","Global"
"1283","Hyperacrius fertilis","Cricetidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",22.25,"Ref_117",1,"Hyperacrius fertilis",115098670,10642,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Hyperacrius","fertilis","(True, 1894)","Near Threatened","Unknown","Global"
"1284","Lagurus lagurus","Cricetidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",20.3,"Ref_117",1,"Lagurus lagurus",115100995,11179,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lagurus","lagurus","Pallas, 1773","Least Concern","Stable","Global"
"1285","Lasiopodomys mandarinus","Cricetidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",47.48,"Ref_178",2,"Lasiopodomys mandarinus",115101561,11342,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lasiopodomys","mandarinus","(Milne-Edwards, 1871)","Least Concern","Unknown","Global"
"1286","Lasiopodomys fuscus","Cricetidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",42.5,"Ref_117",1,"Lasiopodomys fuscus",22351731,11341,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lasiopodomys","fuscus","(Büchner, 1889)","Least Concern","Unknown","Global"
"1287","Lasiopodomys brandtii","Cricetidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",93.82,"Ref_117",1,"Lasiopodomys brandtii",115101423,11340,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lasiopodomys","brandtii","(Radde, 1861)","Least Concern","Stable","Global"
"1288","Lemmiscus curtatus","Cricetidae",0,0,0,0,0,0,0,0,0,100,"Ref_1","ABC","G","A","",1,1,0,"Ref_1","ABC",28.27,"Ref_117",1,"Lemmiscus curtatus",115196202,42624,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lemmiscus","curtatus","(Cope, 1868)","Least Concern","Stable","Global"
"1289","Lemmus amurensis","Cricetidae",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",42.81,"Ref_178",2,"Lemmus amurensis",115102341,11480,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lemmus","amurensis","Vinogradov, 1924","Least Concern","Unknown","Global"
"1290","Lemmus lemmus","Cricetidae",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",47.5,"Ref_117",1,"Lemmus lemmus",503146,11481,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lemmus","lemmus","(Linnaeus, 1758)","Least Concern","Stable","Global & Europe"
"1291","Lemmus portenkoi","Cricetidae",0,0,0,0,0,0,10,0,0,90,"Ref_2","D1","G","A","",1,1,1,"Ref_1","ABC",55.76,"Ref_2, Ref_3",0,"Lemmus portenkoi",22336051,136303,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lemmus","portenkoi","Tchernyavsky, 1967","Data Deficient","Unknown","Global"
"1292","Lemmus trimucronatus","Cricetidae",0,0,0,0,0,0,10,0,0,90,"Ref_2","D1","G","A","",1,1,1,"Ref_1","ABC",69.82,"Ref_58",1,"Lemmus trimucronatus",115211700,136712,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lemmus","trimucronatus","(Kerr, 1792)","Least Concern","Stable","Global"
"1293","Lemmus sibiricus","Cricetidae",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",52.27,"Ref_117",1,"Lemmus sibiricus",115102530,11482,"ANIMALIA","CHORDATA","RODENTIA","MAMMALIA","CRICETIDAE","Lemmus","sibiricus","(Kerr, 1792)","Least Concern","Stable","Global"
