assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
503146,11481,Lemmus lemmus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Lemmus,lemmus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global & Europe
503908,11797,Lepus castroviejoi,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,castroviejoi,,,,"Palacios, 1977",Vulnerable,B1ab(v),3.1,Decreasing,"Global, Europe & Mediterranean"
510082,12835,Marmota marmota,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Marmota,marmota,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global & Europe
513175,13462,Microtus felteni,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,felteni,,,,"Malec &amp; Storch, 1963",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
513559,13486,Microtus thomasi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,thomasi,,,,"(Barrett-Hamilton, 1903)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
513663,13490,Microtus multiplex,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,multiplex,,,,"(Fatio, 1905)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
513760,13491,Microtus savii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,savii,,,,"(de Selys-Longchamps, 1838)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
513875,13493,Microtus duodecimcostatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,duodecimcostatus,,,,"(de Selys-Longchamps, 1839)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
513980,13494,Microtus lusitanicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,lusitanicus,,,,"(Gerbe, 1879)",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
518440,136498,Microtus liechtensteini,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,liechtensteini,,,,"(Wettstein, 1927)",Least Concern,,3.1,Unknown,Global & Europe
518549,136503,Plecotus sardus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Plecotus,sardus,,,,"Mucedda, Kiefer, Pidinchedda, &amp; Veith, 2002",Vulnerable,B2ab(iii),3.1,Decreasing,"Global, Europe & Mediterranean"
518646,136536,Microtus brachycercus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,brachycercus,,,,"Lehmann, 1961",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
518740,136680,Myotis alcathoe,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,alcathoe,,,,"von Helversen &amp; Heller, 2001",Data Deficient,,3.1,Unknown,Global & Europe
518894,136769,Pipistrellus murrayi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,murrayi,,,,"Andrews, 1900",Extinct,,3.1,,Global
519016,136773,Uromys boeadii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Uromys,boeadii,,,,"Groves &amp; Flannery, 1994",Critically Endangered,A4cd,3.1,Decreasing,Global
519144,136814,Sorex antinorii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,antinorii,,,,"Bonaparte, 1840",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
519247,136816,Apodemus epimelas,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Apodemus,epimelas,,,,"(Nehring, 1902)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
544549,13984,Mus spicilegus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Mus,spicilegus,,,,"Petényi, 1882",Least Concern,,3.1,Decreasing,Global & Europe
546843,14922,Nyctalus azoreum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctalus,azoreum,,,,"(Thomas, 1901)",Vulnerable,C2a(i),3.1,Decreasing,"Global, Europe & Mediterranean"
739675,15602,Euryoryzomys lamia,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Euryoryzomys,lamia,,,,"(Thomas, 1901)",Vulnerable,"B2ab(i,iii)",3.1,Decreasing,Global
1306343,17026,Phocarctos hookeri,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Phocarctos,hookeri,,,,"(Gray, 1844)",Endangered,A4bd,3.1,Decreasing,Global
1380378,17315,Pipistrellus maderensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,maderensis,,,,"(Dobson, 1878)",Vulnerable,C2a(i),3.1,Decreasing,"Global, Europe & Mediterranean"
1424721,17602,Plecotus teneriffae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Plecotus,teneriffae,,,,"Barret-Hamilton, 1907",Vulnerable,"B1ab(iii,v)",3.1,Decreasing,"Global, Europe & Mediterranean"
1737167,18338,Prolagus sardus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,PROLAGIDAE,Prolagus,sardus,,,,"(Wagner, 1832)",Extinct,,3.1,,"Global, Europe & Mediterranean"
1956366,1907,Apodemus alpicola,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Apodemus,alpicola,,,,"Heinrich, 1952",Least Concern,,3.1,Unknown,Global & Europe
2729967,20192,Sicista severtzovi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DIPODIDAE,Sicista,severtzovi,,,,"(Ognev, 1935)",Least Concern,,3.1,Stable,Global & Europe
2772233,20411,Sorex samniticus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,samniticus,,,,"Altobello, 1926",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
2772339,20429,Spalax giganteus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SPALACIDAE,Spalax,giganteus,,,,"Nehring, 1897",Least Concern,,3.1,Stable,Global & Europe
2772472,20430,Spalax microphthalmus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SPALACIDAE,Spalax,microphthalmus,,,,"Guldenstaedt, 1770",Least Concern,,3.1,Stable,Global & Europe
2789048,269,Acomys minous,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Acomys,minous,,,,"Bate, 1906",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean"
2789136,271,Acomys nesiotes,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Acomys,nesiotes,,,,"Bate, 1903",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean"
2791303,29650,Erinaceus europaeus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,ERINACEIDAE,Erinaceus,europaeus,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global & Europe
2791535,29655,Crocidura sicula,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,sicula,,,,"Miller, 1900",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
2792030,29663,Sorex coronatus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,coronatus,,,,"Millet, 1828",Least Concern,,3.1,Stable,Global & Europe
2792173,29664,Sorex granarius,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,granarius,,,,"Miller, 1910",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
2896811,39315,Microtus gerbei,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,gerbei,,,,"(Gerbe, 1879)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
2952954,41305,Lepus corsicanus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,corsicanus,,,,"de Winton, 1898",Vulnerable,A2bcde,3.1,Decreasing,"Global, Europe & Mediterranean"
2953195,41306,Lepus granatensis,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,granatensis,,,,"Rosenhauer, 1856",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
2953438,41479,Talpa caeca,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,caeca,,,,"Savi, 1822",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
2953593,41483,Talpa occidentalis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,occidentalis,,,,"Cabrera, 1907",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
2953688,41484,Talpa romana,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,romana,,,,"Thomas, 1902",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
2953771,41485,Talpa stankovici,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,stankovici,,,,"V. Martino &amp; E. Martino, 1931",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
3031266,5560,Crocidura canariensis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,canariensis,,,,"Hutterer, Lopez-Jurado &amp; Vogel, 1987",Endangered,"B1ab(i,iii)",3.1,Decreasing,Global & Europe
3153565,10004,Heteromys anomalus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,HETEROMYIDAE,Heteromys,anomalus,,,,"(Thompson, 1815)",Least Concern,,3.1,Unknown,Global
3162617,10110,Hipposideros armiger,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,armiger,,,,"(Hodgson, 1835)",Least Concern,,3.1,Unknown,Global
3164225,10111,Hipposideros ater,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,ater,,,,"Templeton, 1848",Least Concern,,3.1,Unknown,Global
3165137,10113,Hipposideros bicolor,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,bicolor,,,,"(Temminck, 1834)",Least Concern,,3.1,Stable,Global
3165499,10107,Hipposideros papua,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,papua,,,,"(Thomas &amp; Doria, 1886)",Least Concern,,3.1,Stable,Global
3165925,10108,Hipposideros ridleyi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,ridleyi,,,,"Robinson &amp; Kloss, 1911",Vulnerable,A3c,3.1,Decreasing,Global
3166805,10115,Hipposideros caffer,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,caffer,,,,"(Sundevall, 1846)",Least Concern,,3.1,Decreasing,Global
3167115,10116,Hipposideros calcaratus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,calcaratus,,,,"(Dobson, 1877)",Least Concern,,3.1,Unknown,Global
3167457,10118,Hipposideros cervinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,cervinus,,,,"(Gould, 1863)",Least Concern,,3.1,Unknown,Global
3169035,10125,Hipposideros curtus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,curtus,,,,"G.M. Allen, 1921",Vulnerable,B2ab(iii),3.1,Decreasing,Global
3169728,10127,Hipposideros demissus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,demissus,,,,"K. Andersen, 1909",Vulnerable,D2,3.1,Unknown,Global
3169874,10128,Hipposideros diadema,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,diadema,,,,"Geoffroy, 1813",Least Concern,,3.1,Unknown,Global
3170273,10129,Hipposideros dinops,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,dinops,,,,"K. Andersen, 1905",Data Deficient,,3.1,Decreasing,Global
3170436,10130,Hipposideros doriae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,doriae,,,,"(Peters, 1871)",Near Threatened,,3.1,Decreasing,Global
3170897,10132,Hipposideros dyacorum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,dyacorum,,,,"Thomas, 1902",Least Concern,,3.1,Unknown,Global
3172921,10140,Hipposideros jonesi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,jonesi,,,,"Hayman, 1947",Near Threatened,,3.1,Decreasing,Global
3173193,10141,Hipposideros lamottei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,lamottei,,,,"Brosset, 1985",Critically Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
3173793,10143,Hipposideros larvatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,larvatus,,,,"(Horsfield, 1823)",Least Concern,,3.1,Unknown,Global
3174803,10147,Hipposideros madurae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,madurae,,,,"Kitchener &amp; Maryanto, 1993",Least Concern,,3.1,Unknown,Global
3174982,10148,Hipposideros maggietaylorae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,maggietaylorae,,,,"Smith &amp; Hill, 1981",Least Concern,,3.1,Stable,Global
3175165,10149,Hipposideros marisae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,marisae,,,,"Aellen, 1954",Vulnerable,"B2ab(ii,iii,iv,v)",3.1,Decreasing,Global
3177675,10161,Hipposideros sorenseni,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,sorenseni,,,,"Kitchener &amp; Maryanto, 1993",Vulnerable,D2,3.1,Unknown,Global
3178207,10163,Hipposideros stenotis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,stenotis,,,,"Thomas, 1913",Least Concern,,3.1,Unknown,Global
3178322,10164,Hipposideros sumbae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,sumbae,,,,"Oei, 1960",Least Concern,,3.1,Decreasing,Global
3198943,10543,Hylobates agilis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,agilis,,,,"F. Cuvier, 1821",Endangered,A2cd,3.1,Decreasing,Global
3199263,10547,Hylobates klossii,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,klossii,,,,"(Miller, 1903)",Endangered,A2cd,3.1,Decreasing,Global
3199623,10548,Hylobates lar,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,lar,,,,"(Linneaus, 1771)",Endangered,A2cd,3.1,Decreasing,Global
3199941,10550,Hylobates moloch,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,moloch,,,,"(Audebert, 1798)",Endangered,C2a(i),3.1,Decreasing,Global
3200582,10552,Hylobates pileatus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hylobates,pileatus,,,,"(Gray, 1861)",Endangered,A4cd,3.1,Decreasing,Global
3208523,10707,Hyperoodon ampullatus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Hyperoodon,ampullatus,,,,"(Forster, 1770)",Data Deficient,,3.1,Unknown,Global
3208830,10708,Hyperoodon planifrons,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Hyperoodon,planifrons,,,,"Flower, 1882",Least Concern,,3.1,Unknown,Global
3213738,10755,Ia io,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Ia,io,,,,"Thomas, 1902",Least Concern,,3.1,Unknown,Global
3231434,10966,Kerivoula africana,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,africana,,,,"Dobson, 1878",Endangered,B2ab(iii),3.1,Decreasing,Global
3231619,10967,Phoniscus aerosa,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Phoniscus,aerosa,,,,"(Tomes, 1858)",Data Deficient,,3.1,Unknown,Global
3231727,10968,Kerivoula agnella,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,agnella,,,,"Thomas, 1908",Data Deficient,,3.1,Unknown,Global
3232098,10970,Phoniscus atrox,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Phoniscus,atrox,,,,"Miller, 1905",Near Threatened,,3.1,Decreasing,Global
3232793,10973,Kerivoula flora,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,flora,,,,"Thomas, 1914",Vulnerable,A2c+3c,3.1,Decreasing,Global
3233035,10974,Kerivoula hardwickii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,hardwickii,,,,"(Horsfield, 1824)",Least Concern,,3.1,Stable,Global
3233370,10975,Kerivoula intermedia,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,intermedia,,,,"Hill &amp; Francis, 1984",Near Threatened,,3.1,Decreasing,Global
3234174,10978,Kerivoula minuta,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,minuta,,,,"Miller, 1898",Near Threatened,,3.1,Decreasing,Global
3234833,10980,Kerivoula myrella,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,myrella,,,,"Thomas, 1914",Data Deficient,,3.1,Unknown,Global
3235051,10981,Kerivoula papillosa,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,papillosa,,,,"(Temminck, 1840)",Least Concern,,3.1,Unknown,Global
3235314,10982,Phoniscus papuensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Phoniscus,papuensis,,,,"(Dobson, 1878)",Least Concern,,3.1,Unknown,Global
3235519,10983,Kerivoula pellucida,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,pellucida,,,,"(Waterhouse, 1845)",Near Threatened,,3.1,Decreasing,Global
3236076,10985,Kerivoula picta,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,picta,,,,"(Pallas, 1767)",Least Concern,,3.1,Unknown,Global
3259920,11175,Lagothrix lagothricha,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,ATELIDAE,Lagothrix,lagothricha,,,,"(Humboldt, 1812)",Vulnerable,A3cd,3.1,Decreasing,Global
3274238,11374,Latidens salimalii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Latidens,salimalii,,,,"Thonglongya, 1972",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
3288917,1151,Ammotragus lervia,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Ammotragus,lervia,,,,"(Pallas, 1777)",Vulnerable,C1,3.1,Decreasing,Global
3289886,11503,Leontopithecus caissara,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CALLITRICHIDAE,Leontopithecus,caissara,,,,"Lorini &amp; Persson, 1990",Critically Endangered,C1,3.1,Decreasing,Global
3290864,11505,Leontopithecus chrysopygus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CALLITRICHIDAE,Leontopithecus,chrysopygus,,,,"(Mikan, 1823)",Endangered,B2ab(iii),3.1,Decreasing,Global
3338689,12375,Loris tardigradus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,LORISIDAE,Loris,tardigradus,,,,"(Linnaeus, 1758)",Endangered,C2a(i),3.1,Decreasing,Global
3339343,12392,Loxodonta africana,ANIMALIA,CHORDATA,PROBOSCIDEA,MAMMALIA,ELEPHANTIDAE,Loxodonta,africana,,,,"(Blumenbach, 1797)",Vulnerable,A2a,3.1,Increasing,Global
3354519,12548,Macaca arctoides,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,arctoides,,,,"(I. Geoffroy, 1831)",Vulnerable,A3cd+4cd,3.1,Decreasing,Global
3354977,12549,Macaca assamensis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,assamensis,,,,"M'Clelland, 1840",Near Threatened,,3.1,Decreasing,Global
3355290,12550,Macaca cyclopis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,cyclopis,,,,"(Swinhoe, 1863)",Least Concern,,3.1,Stable,Global
3355536,12551,Macaca fascicularis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,fascicularis,,,,"(Raffles, 1821)",Least Concern,,3.1,Decreasing,Global
3355997,12552,Macaca fuscata,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,fuscata,,,,"(Blyth, 1875)",Least Concern,,3.1,Stable,Global
3356200,12553,Macaca maura,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,maura,,,,"(H.R. Schinz, 1825)",Endangered,A2cd,3.1,Decreasing,Global
3356486,12554,Macaca mulatta,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,mulatta,,,,"(Zimmermann, 1780)",Least Concern,,3.1,Unknown,Global
3356892,12555,Macaca nemestrina,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,nemestrina,,,,"(Linnaeus, 1766)",Vulnerable,A2cd,3.1,Decreasing,Global
3357272,12556,Macaca nigra,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,nigra,,,,"(Desmarest, 1822)",Critically Endangered,A2cd,3.1,Decreasing,Global
3357511,12557,Macaca ochreata,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,ochreata,,,,"(Ogilby, 1841)",Vulnerable,A3c,3.1,Decreasing,Global
3357748,12558,Macaca radiata,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,radiata,,,,"(É. Geoffroy, 1812)",Least Concern,,3.1,Decreasing,Global
3358033,12559,Macaca silenus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,silenus,,,,"(Linnaeus, 1758)",Endangered,C2a(i),3.1,Decreasing,Global
3358720,12560,Macaca sinica,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,sinica,,,,"(Linneaus, 1771)",Endangered,A2cd,3.1,Decreasing,Global
3359140,12561,Macaca sylvanus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,sylvanus,,,,"(Linnaeus, 1758)",Endangered,A2bcd+4bcd,3.1,Decreasing,Global & Mediterranean
3359510,12562,Macaca thibetana,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,thibetana,,,,"(Milne-Edwards, 1870)",Near Threatened,,3.1,Decreasing,Global
3359793,12563,Macaca tonkeana,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,tonkeana,,,,"(Meyer, 1899)",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
3360226,12568,Macaca nigrescens,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,nigrescens,,,,"(Temminck, 1849)",Vulnerable,"A2cd+3cd+4cd; B1ab(ii,iv)",3.1,Decreasing,Global
3360807,12570,Macaca hecki,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,hecki,,,,"(Matschie, 1901)",Vulnerable,A3cd+4cd,3.1,Decreasing,Global
3363390,12594,Macroglossus minimus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Macroglossus,minimus,,,,"(É. Geoffroy Saint-Hilaire, 1810)",Least Concern,,3.1,Stable,Global
3363666,12595,Macroglossus sobrinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Macroglossus,sobrinus,,,,"K. Andersen, 1911",Least Concern,,3.1,Stable,Global
3377185,12753,Mandrillus leucophaeus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Mandrillus,leucophaeus,,,,"(F. Cuvier, 1807)",Endangered,A2cd,3.1,Unknown,Global
3386921,12827,Marmota menzbieri,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Marmota,menzbieri,,,,"(Kashkarov, 1925)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
3399533,12938,Megaderma lyra,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MEGADERMATIDAE,Megaderma,lyra,,,,"É. Geoffroy, 1810",Least Concern,,3.1,Unknown,Global
3400651,12945,Megaerops kusnotoi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Megaerops,kusnotoi,,,,"Hill &amp; Boeadi, 1978",Vulnerable,A3c,3.1,Decreasing,Global
3400872,12946,Megaerops ecaudatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Megaerops,ecaudatus,,,,"(Temminck, 1837)",Least Concern,,3.1,Unknown,Global
3401078,12947,Megaerops niphanae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Megaerops,niphanae,,,,"Yenbutra &amp; Felten, 1983",Least Concern,,3.1,Unknown,Global
3401295,12948,Megaerops wetmorei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Megaerops,wetmorei,,,,"Taylor, 1934",Vulnerable,A4c,3.1,Decreasing,Global
3413033,13139,Melonycteris melanops,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Melonycteris,melanops,,,,"Dobson, 1877",Least Concern,,3.1,Stable,Global
3413281,13141,Melonycteris fardoulisi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Melonycteris,fardoulisi,,,,"Flannery, 1993",Least Concern,,3.1,Decreasing,Global
